id_operacion,id_tipo,id_unidad_resp,id_zona,nombre_operacion,fecha_inicio,fecha_fin,efectivos_desplegados,vehiculos_utilizados,duracion_dias,costo_operacion,resultado,detenidos,area_km2,incidentes,observaciones
144,4,25,13,Op. Rescate #17,20210706,21-jul-2021,100,13,(15 días),"467,046.80 Bs",FALLIDA,0,2000,aprox. 1,"Evacuación de familias afectadas
por crecida de ríos"
145,3,31,21,Candado—2024,20241011,18-oct-2024,50 efectivos,aprox. 10,7,"Bs.- 115,783.79",,5,50,(5),Control en punto fronterizo — resultado: 
146,6,4,8,Operación Mano Amiga 2023,15/03/2023,04-11-2023,+80,diez,aprox. 27 días,"Bs 15.969,70",regular,,20 km2,cero,Apoyo en festividad 'patronal' del municipio
147,7,24,25,Altiplano—2024,12-23-2024,31-12-2024,aprox. 300 efectivos,(37 vehículos),ocho,167500.46,EN PROCESO,n/a,200 km²,1 incidentes,Evaluación de capacidades operativas
148,1,44,1,Operación 'Justicia',18/04/2025,05-09-2025,aprox 120,22,aprox. 21,"$us 16,932.99",OBJETIVO CUMPLIDO,1 det.,aprox. 200,-,
149,8,25,25,hermandad andina 2021,09-06-2021,9/JUL/2021,cincuenta,aprox. 26 vehículos,  30  ,"Bs 136.369,57",,n/a,aprox. 1000 km²,0,"Intercambio de
experiencias con ejército vecino"
150,5,22,3,OPERACIÓN FÉNIX 2021,25/09/2021,20/10/2021,CIEN,38 vehículos,---,281065,PARCIAL,---,5000 KM2,dos,---
151,2,41,24,Protección (noviembre 2023),07-31-2023,"agosto 27, 2023",200 efectivos,6.,27 días,"Bs 44.554,10",SATISFACTORIO,1 pers.,1000,1 inc.,Patrullaje de rutina sin novedades
152,3,31,14,Cerco—2023,9/ENE/2023,20/01/2023,aprox 200,TREINTA,+11,"91,563.44 Bs",SIN RESULTADOS,3 detenidos,800 km2,aprox. 2,
153,1,45,1,"Op. ""Trueno"" #26",24/02/2025,03-02-2025,100 efectivos,21 vehículos,6 días,32177,"Sí, exitosa",  1  ,250 km²,2 incidentes,"Se establecieron puntos de control
en rutas secundarias"
154,4,13,13,Op Alivio - 2023/18,2023/07/25,29-ago-2023,aprox 200,cincuenta,35 días,"Bs. 165,030.33",Favorable,cero,200,3 inc.,Rescate en zonas 'inundadas' por desborde
155,6,2,7,Op Unidad - 2024/11,24/FEB/2024,20240308,+80,aprox. 14,13,"Bs. 9,744.12",Sin resultados concretos,0 personas,20,ninguno,Construcción de camino vecinal
156,3,41,14,Candado—2021,10/12/2021,2021-12-31,80,treinta,aprox. 21,"90,228.85 Bs",Éxito,1 det.,aprox. 500,8 incidentes,Control en punto fronterizo — resultado: Éxito
157,1,49,2,Operación Amanecer 2022,2022/04/07,04-22-2022,  50  ,catorce,15.,72052.78,bueno,2,150 Km2,DOS,"Se establecieron puntos de control
en rutas secundarias"
158,7,49,15,"Op. ""Illimani"" #18",05-08-2023,02/06/2023,DOSCIENTOS,~33,veinticinco,71464,parcial,sin detenidos,500 Km2,,Entrenamiento de supervivencia en selva
159,1,49,8,Operación Cóndor Dorado 2023,04/04/2023,2023-04-29,aprox. 300,  8  ,aprox. 25 días,"Bs.- 85,841.23",Completada,8,~300 km²,1,
160,3,32,11,Cerco—2021,20210723,20210817,aprox 80,(26 vehículos),25,125636,,5,  200 km2  ,2 incidentes,Control en punto fronterizo — resultado: 
161,1,50,1,Op Escudo - 2024/29,12-12-2024,20241224,+100,14,12 días,"Bs 114.596,14",en curso,1,aprox. 200 km²,dos,"Operación coordinada con
FELCN y Policía Nacional"
162,5,24,18,Op Bombero - 2021/16,19/SEP/2021,20210926,500,  27  ,aprox 7,BS 133053,Favorable,sin detenidos,200,aprox. 5,"Contención de incendio forestal
en zona protegida"
163,4,24,7,Rescate—2022,2022/03/26,20220510,cien,aprox. 24,aprox. 45 días,"437,918.89 Bs",N/A,Ninguno,2000 km²,aprox. 1,"Puentes temporales instalados
por ingeniería militar"
164,4,10,13,Operación Solidaridad 2021-20,18/05/2021,15/JUN/2021,200,42,aprox. 28,67384 bolivianos,parcial,0 personas,  2000 km2  ,diez,Distribución de ayuda humanitaria
165,3,30,22,OPERACIÓN ADUANA 2021,2021/12/25,20211230,200,aprox. 18,5,BS 143289,Favorable,1 detenidos,300 Km2,2 inc.,"Decomiso de
vehículos sin documentación"
166,5,24,18,Operación Extinción 2022-17,27-sep-2022,08/10/2022,(150 efectivos),veinte,(11 días),"Bs 160.618,09",negativo,n/a,5000,5 incidentes,"Helicópteros utilizados para
monitoreo aéreo del fuego"
167,2,41,10,Protección (julio 2022),2022-04-22,2022/05/16,(80 efectivos),(27 vehículos),24,"Bs. 65,561.88",sin éxito,3 detenidos,300 Km2,uno,"Coordinación con fuerzas
del país vecino"
168,6,44,12,OPERACIÓN PROGRESO 2022,18/11/2022,11-24-2022,50.,aprox. 15 vehículos,  6  ,"$us 2,150.49",POSITIVO,-,100,1,"Jornada médica y dental
para comunidades rurales"
169,6,37,6,Operación Unidad 2023-13,2023/11/19,23/NOV/2023,VEINTE,DOS,aprox. 4 días,25209.59,regular,0 personas,aprox. 20 km²,0 incidentes,"Jornada médica y dental
para comunidades rurales"
170,5,11,22,Operación Sofocación 2023,21/SEP/2023,2023/09/24,QUINIENTOS,aprox. 11,aprox. 3,466536.62,regular,sin detenidos,5000.0,10 inc.,  Coordinación con 'bomberos forestales' y voluntarios  
171,3,39,4,Operación Candado 2025,2025-11-22,11-27-2025,200 efectivos,aprox. 25,cinco,"Bs 23.453,36",SATISFACTORIO,1 det.,aprox. 100,  1  ,Incautación de mercadería de contrabando
172,3,31,24,Op. Rastreo #25,08-04-2023,05-01-2023,150.,(30 vehículos),23.,"Bs.- 102,203.28",regular,1,~1000 km²,n/a,Control en punto fronterizo — resultado: regular
173,4,11,7,Operación Refugio 2021,02-22-2021,2021/03/30,TRESCIENTOS,22,36,"$us 44,705.45",COMPLETADA,N/A,2000,Ninguno,"Puentes temporales instalados
por ingeniería militar"
174,2,25,22,Op Centinela - 2025/37,12-26-2025,31/12/2025,250,23,5,"26,352.57 Bs",por evaluar,8 pers.,300 km2,1 incidentes,"Se detectó movimiento sospechoso
en zona limítrofe"
175,3,41,12,Operación Control Total 2024-26,06/10/2024,10-27-2024,120,aprox. 17,aprox. 21,"Bs.41,037",S/N,1,aprox. 500,3 incidentes,Incautación de mercadería de contrabando
176,2,34,14,Operación 'Guardián',2022-09-08,2022/09/26,aprox 80,(28 vehículos),dieciocho,33687,Objetivo cumplido,0,300 km²,(2),"Coordinación con fuerzas
del país vecino"
177,8,46,22,Op.Alianza/2021,28-may-2021,07/06/2021,aprox. 300,33,10.,"Bs. 46,975.48",N/A,NINGUNO,200 km2,  1  ,Observadores internacionales presentes
178,1,47,16,Op. Patria #30,2024/02/07,3/MAR/2024,ciento cincuenta,5,aprox. 25 días,BS 140555,no logrado,ninguno,250,cinco,Patrullaje con apoyo de unidades caninas
179,6,30,23,"Op. ""Comunidad"" #14",26/SEP/2022,2022-10-25,(20 efectivos),aprox 5,29 días,"USD 6,845.76",sin dato,0 personas,20 km²,n/a,CONSTRUCCIÓN DE CAMINO VECINAL
180,1,45,1,Tormenta—2022,2022-06-19,27/JUN/2022,(120 efectivos),cinco,(8 días),126633,sin éxito,3 personas,100,ninguno,"  Zona de difícil acceso, se requirió apoyo aéreo  "
181,1,47,16,Operación Relámpago 2024,19/JUN/2024,01/07/2024,+250,10,  12  ,"$us 11,617.79",Bueno,2 personas,50 KM2,1,"Se establecieron puntos de control
en rutas secundarias"
182,2,25,20,Op. Centinela #101,21/04/2023,19/MAY/2023,120,27 vehículos,28,"Bs 55.267,19",Negativo,2 personas,500 Km2,SIN INCIDENTES,"Se detectó movimiento sospechoso
en zona limítrofe"
183,1,50,16,Op. Libertad #33,29/01/2024,2024/02/12,80.,8,catorce,Bs 85.031,Muy bueno,Sin Dato,100 km²,2 inc.,"Ref. Op. 2024-16: Zona de difícil acceso, se requirió apoyo aéreo"
184,5,22,18,Operación Llama 2022-19,2022/07/01,28-jul-2022,~200,(33 vehículos),aprox 27,281547 bolivianos,No reportado,NINGUNO,5000,2 incidentes,"Helicópteros utilizados para
monitoreo aéreo del fuego"
185,6,11,7,Op.Desarrollo/2023,2023/04/10,05-09-2023,aprox. 30,aprox. 4,  29  ,34921.47,"Sí, exitosa",Sin detenidos,20,n/a,Construcción de camino vecinal
186,5,22,3,OPERACIÓN FÉNIX 2025,2025/10/22,2025/11/07,+400,aprox 34,aprox 16,"$us 8,980.77",Regular,,  1000 km2  ,0 incidentes,"Contención de incendio forestal
en zona protegida"
187,4,23,22,Operación Alivio 2023-22,10/01/2023,"febrero 2, 2023",aprox 400,(22 vehículos),23,277282,regular,NINGUNO,2000,1,
188,1,49,2,Operación Dragón 2021-34,08-23-2021,20210922,120,  10  ,30.,128009,exitoso,3 detenidos,800 KM2,UNO,"Incautación de precursores
químicos en laboratorio"
189,5,23,22,Fénix (octubre 2025),08-01-2025,"agosto 19, 2025",doscientos,aprox 12,aprox. 18 días,482065.92,Incompleta,cero,1000 KM2,3,Coordinación con 'bomberos forestales' y voluntarios
190,6,4,10,OPERACIÓN HERMANDAD 2023,22/NOV/2023,02/12/2023,cincuenta,5,aprox. 10,49748.02,OBJETIVO CUMPLIDO,sin detenidos,~10 km²,sin incidentes,Distribución de víveres a comunidades alejadas
191,6,7,13,Op. Comunidad #17,08-09-2024,"agosto 30, 2024",50,DOS,21 días,22955.96,POSITIVO,-,10 Km2,,Apoyo en festividad 'patronal' del municipio
192,7,14,13,Op.Illimani/2024,2024-06-30,2024/07/15,~100,21 vehículos,aprox 15,73974,Éxito,cero,200 km²,n/a,Evaluación de capacidades operativas
193,4,10,13,Operación Amparo 2021,"febrero 2, 2021",2021/02/17,aprox. 150 efectivos,+10,15,377893.81,exitosa,0 personas,aprox. 5000 km²,,
194,2,28,25,"Op. ""Patrulla"" #39",2025/06/04,26-06-2025,~100,aprox. 28,22,27832 bolivianos,Parcialmente exitoso,  2  ,200 Km2,1,"COORDINACIÓN CON FUERZAS
DEL PAÍS VECINO"
195,3,31,22,Operación Control Total 2022-27,2022-12-15,2022/12/31,aprox. 200,21,+16,"$us 3,370.08",favorable,uno,250,,
196,3,34,12,  Control Total 2025  ,01-29-2025,02-24-2025,+80,~24,~26,sin dato,logrado,8,200.0,CINCO,sin dato
197,1,49,1,OPERACIÓN TRUENO 2024,2024/12/19,28/12/2024,200,aprox. 10 vehículos,9,"USD 11,769.92",exitoso,5 det.,100,n/a,Patrullaje con apoyo de unidades caninas
198,1,48,1,"Op. ""Justicia"" #35",04/05/2022,8-may-2022,+250,9 vehículos,4,"Bs.- 51,215.92",aceptable,15 detenidos,200,aprox. 1,"Incautación de precursores
químicos en laboratorio"
199,4,11,7,alivio 2025,2-mar-2025,14-03-2025,150,41,~12,"$us 53,460.73",No reportado,-,5000,1 inc.,
200,3,31,11,Operación Muralla 2025-29,27/08/2025,25-09-2025,(120 efectivos),aprox 18,29,BS 87117,fallida,ocho,~500 km²,n/a,Coordinación con Aduana Nacional
201,7,31,19,Chaco—2021,5/MAY/2021,29-05-2021,aprox 50,aprox 23,  24  ,"36,509.35 Bs",SIN RESULTADOS,cero,  100 km2  ,SIN INCIDENTES,Entrenamiento de supervivencia en selva
202,4,10,14,  Alivio 2021  ,2021/03/12,04-19-2021,100,35,(38 días),243655.49,no logrado,cero,200,dos,"PUENTES TEMPORALES INSTALADOS
POR INGENIERÍA MILITAR"
203,1,47,2,Operación Libertad 2022-36,2022/04/02,2022/04/10,+250,+28,8.,"Bs 98.562,36",Regular,5 detenidos,200 Km2,Ninguno,"Operación coordinada con
FELCN y Policía Nacional"
204,1,46,1,Operación Dragón 2021-37,2021/09/09,20210929,  300  ,aprox 23,20 días,"$us 4,832.47",FALLIDA,10 pers.,aprox. 100 km²,aprox. 1,Operación nocturna — visibilidad reducida
205,2,25,5,OPERACIÓN VIGILANCIA 2021,29/06/2021,28/07/2021,trescientos,(16 vehículos),  29  ,"Bs 52.487,20",POSITIVO,sin detenidos,1000,1 incidentes,
206,8,28,22,OPERACIÓN COOPERACIÓN SUR 2022,"abril 27, 2022",30/04/2022,trescientos,38,3,BS 190550,sin resultados,cero,50 Km2,-,"Maniobras combinadas
tierras bajas y altiplano"
207,2,32,10,vigía 2025,2025-04-01,23/04/2025,Sin Dato,18 vehículos,aprox. 22 días,"Bs. 50,389.02","Sí, exitosa",10,aprox. 50,N/A,Patrullaje de rutina sin novedades
208,4,11,7,Op Amparo - 2023/26,03-31-2023,20230511,aprox. 300,aprox 11,41.,"Bs.213,995",regular,,1000 km2,aprox. 3,"Coordinación con Defensa Civil
y municipios afectados"
209,4,13,17,OPERACIÓN ESPERANZA 2022,8/ENE/2022,01-17-2022,cien,45,(9 días),153135 bolivianos,Aceptable,NINGUNO,500 KM2,  10  ,"Evacuación de familias afectadas
por crecida de ríos"
210,2,41,13,Operación Patrulla 2022-225,2-jun-2022,30/JUN/2022,200 efectivos,veinte,28,Bs 114.083,inconclusa,uno,200,Ninguno,
211,4,11,14,"Op. ""Rescate"" #28",2024/12/21,"diciembre 31, 2024",(150 efectivos),~46,null,138715 bolivianos,Bueno,cero,100 km2,CINCO,Ref. Op. 2024-14: Distribución de ayuda humanitaria
212,4,12,13,"Op. ""Solidaridad"" #29",03-11-2021,8/ABR/2021,(400 efectivos),46,aprox. 28 días,Bs 177.387,Pendiente de evaluación,sin detenidos,5000.0,  5  ,"Coordinación con Defensa Civil
y municipios afectados"
213,1,44,1,  Cóndor Dorado 2023  ,"junio 24, 2023","junio 28, 2023",N/A,N/A,aprox. 4 días,"Bs.- 139,269.66",EXITOSA,5,N/A,2,Resultado: 'EXITOSA' según informe final
214,2,32,10,OPERACIÓN PATRULLA 2023,2023-07-26,2023/08/06,200 efectivos,aprox. 15,11,"34,307.65 Bs",SATISFACTORIO,3 det.,300 km²,cinco,"Se detectó movimiento sospechoso
en zona limítrofe"
215,3,30,11,OPERACIÓN CONTROL TOTAL 2021,7-dic-2021,12-28-2021,150,aprox 24,21,Bs 133.066,FAVORABLE,3,aprox. 200,5 incidentes,Operativo en 'ruta del contrabando'
216,6,1,11,Operación Alianza 2021-18,11-09-2021,03/10/2021,CINCUENTA,aprox 13,22 días,"USD 6,661.55",EXITOSA,sin detenidos,100 Km2,1,
217,2,25,23,"Op. ""Centinela"" #43","enero 12, 2023",2023-02-04,aprox. 50,12 vehículos,aprox. 23 días,"$us 13,955.39",BUENO,  1  ,800,uno,
218,6,48,6,OPERACIÓN INTEGRACIÓN 2023,"julio 20, 2023",20230818,+20,~12,aprox. 29 días,"Bs.12,189",Aceptable,NINGUNO,100 Km2,0 incidentes,Distribución de víveres a comunidades alejadas
219,2,28,12,Frontera—2022,14/07/2022,10/08/2022,,,,,,,,,
220,4,24,17,Operación 'Refugio',2024-10-09,11-05-2024,150.,27,aprox. 27 días,358134,EXITOSA,sin detenidos,1000 Km2,aprox. 10,
221,4,10,7,Op.Protección Civil/2024,13/MAR/2024,03-15-2024,150.,aprox 49,2,Sin Dato,Bueno,0 personas,  200 km2  ,0,
222,5,10,18,"Op. ""Sofocación"" #22",10/10/2023,11-05-2023,aprox 200,47,26,"Bs.- 126,545.28",finalizada,sin detenidos,100.0,1 incidentes,
223,1,50,8,  Amanecer 2021  ,04-21-2021,2021/05/13,aprox 100,(21 vehículos),~22,"$us 11,065.77",COMPLETADA,8 detenidos,aprox. 800,TRES,"Zona de difícil acceso, se requirió apoyo aéreo"
224,2,31,21,Op Protección - 2024/45,2024/09/16,06/10/2024,trescientos,9,aprox. 20,"USD 3,554.79",,8 det.,300 km²,2,"Se detectó movimiento sospechoso
en zona limítrofe"
225,1,49,16,Amanecer—2023,20230930,27/10/2023,120,19,aprox. 27,BS 85600,Satisfactorio,2,800,2,"SE ESTABLECIERON PUNTOS DE CONTROL
EN RUTAS SECUNDARIAS"
226,6,50,13,Mano Amiga (junio 2025),28-01-2025,04/02/2025,30,aprox. 10,  7  ,Bs 20.682,favorable,n/a,20 Km2,N/A,Campaña de vacunación — apoyo logístico militar
227,5,12,22,ceniza 2021,07-30-2021,09-07-2021,aprox 300,24,aprox. 39 días,"$us 54,870.40",Muy bueno,N/A,~5000 km²,n/a,Apoyo con cortafuegos — área afectada extensa
228,7,2,10,Altiplano (enero 2025),18/08/2025,29/AGO/2025,50,+6,11,54320,logrado,0,100 km2,SIN INCIDENTES,Entrenamiento de supervivencia en selva
229,1,50,16,"Op. ""Trueno"" #40",17-06-2021,2021/06/25,250,17.,8,123050.79,concluida,1 det.,aprox. 200 km²,cero,Operación nocturna — visibilidad reducida
230,1,50,1,OPERACIÓN FRONTERA SEGURA 2025,29/06/2025,07-01-2025,(200 efectivos),  17  ,2 días,81864,Parcialmente exitosa,20 det.,250 km²,dos,"Incautación de precursores
químicos en laboratorio"
231,6,3,17,Progreso (enero 2024),2024/09/20,26-sep-2024,50 efectivos,(2 vehículos),+6,"Bs. 16,703.05",Satisfactorio,NINGUNO,50 km2,,
232,4,13,13,emergencia 2022,02-04-2022,20-abr-2022,aprox. 100,(48 vehículos),  18  ,"Bs. 230,661.91",en curso,cero,  500 km2  ,  10  ,"Ref. Op. 2022-13: Coordinación con Defensa Civil
y municipios afectados"
233,3,40,14,Op.Muralla/2023,05/03/2023,09/03/2023,(200 efectivos),catorce,4.,140310,Aceptable,5 detenidos,~200 km²,  2  ,Control en punto fronterizo — resultado: Aceptable
234,4,11,22,Operación 'Protección Civil',"febrero 5, 2025",20250314,  100  ,TRECE,37,95790 bolivianos,sin resultados,-,2000 KM2,2 incidentes,Ref. Op. 2025-22: Distribución de ayuda humanitaria
235,1,44,8,OPERACIÓN AMANECER 2025,2025-05-07,11/05/2025,300,10,aprox. 4 días,"Bs.46,203",Satisfactorio,  5  ,~100 km²,SIN INCIDENTES,Decomiso de sustancias controladas en zona operativa
236,2,28,6,Op.Control/2023,27/ABR/2023,12/05/2023,aprox 50,+5,15 días,"Bs.149,121",en proceso,n/a,100,3,Relevo de personal en posiciones avanzadas
237,7,35,25,Operación 'Cóndor',12-12-2021,20211217,cincuenta,9 vehículos,5 días,"$us 11,805.21",Logrado,0 personas,  200 km2  ,SIN INCIDENTES,Evaluación de capacidades operativas
238,1,50,8,Operación 'Cóndor Dorado',10-ago-2024,20240830,aprox 100,8 vehículos,20,"USD 9,531.41",en curso,Sin detenidos,50 Km2,0,"Zona de difícil acceso, se requirió apoyo aéreo"
239,2,31,20,OPERACIÓN CENTINELA 2024,29/05/2024,18/06/2024,~80,26.,(20 días),"Bs 121.058,24",exitoso,diez,aprox. 500,1 incidentes,Relevo de personal en posiciones avanzadas
240,4,13,17,Operación Protección Civil 2022-34,13/02/2022,03-17-2022,  500  ,18.,32 días,"Bs 311.824,53",COMPLETADA,n/a,200,1 inc.,Distribución de ayuda humanitaria
241,5,24,7,Op Salvamento Forestal - 2025/24,2025/08/08,20250903,aprox. 200 efectivos,16.,26 días,BS 261211,Aceptable,cero,5000.0,5 incidentes,Coordinación con 'bomberos forestales' y voluntarios
242,3,30,12,Op. Rastreo #32,4-nov-2024,2024-11-21,aprox. 300,(16 vehículos),aprox. 17,BS 86885,No reportado,0,200,2,Coordinación con Aduana Nacional
243,1,44,1,Patria—2024,22/JUN/2024,8-jul-2024,,,,,,,,,
244,5,22,7,Verde (noviembre 2023),03-10-2023,2023/04/03,(100 efectivos),aprox. 44,24 días,"112,257.33 Bs",BUENO,NINGUNO,500 km²,aprox. 2,COORDINACIÓN CON 'BOMBEROS FORESTALES' Y VOLUNTARIOS
245,3,31,11,Op. Barrera #33,30/12/2024,12-31-2024,aprox. 120 efectivos,~12,UNO,"Bs.- 133,716.28",Éxito,5 personas,100 km2,3,CONTROL EN PUNTO FRONTERIZO — RESULTADO: ÉXITO
246,3,39,21,Aduana (marzo 2021),2021/12/11,2021-12-31,aprox 150,22,aprox. 20,"Bs. 103,287.22",EN PROCESO,cero,100,dos,OPERATIVO EN 'RUTA DEL CONTRABANDO'
247,2,34,11,Op Guardián - 2022/48,20/10/2022,10-nov-2022,aprox 300,(14 vehículos),21 días,"Bs.21,156",Éxito,2,300.0,aprox. 5,  Relevo de personal en posiciones avanzadas  
248,3,31,23,Operación Barrera 2025-35,"mayo 29, 2025",20250601,200,15,3 días,Bs 133.516,Pendiente de evaluación,aprox. 3,100 km2,(1),Mercadería retenida para verificación
249,7,33,7,illimani 2025,29/ENE/2025,21/02/2025,aprox 500,~31,23 días,"Bs.- 131,109.30",Aceptable,n/a,50.0,  1  ,EVALUACIÓN DE CAPACIDADES OPERATIVAS
250,2,34,20,Control—2024,07/12/2024,2024/12/23,aprox 250,8.,16,"Bs. 84,957.93",POSITIVO,Ninguno,50 KM2,n/a,
251,2,32,13,control 2025,11-06-2025,20250705,200 efectivos,(12 vehículos),(24 días),"Bs.- 145,631.89",no logrado,10 personas,500 KM2,sin incidentes,Patrullaje de rutina sin novedades
252,1,45,16,Libertad (octubre 2021),14-ene-2021,2021/01/20,200,aprox 24,(6 días),"Bs 78.492,68",Satisfactorio,20,500 KM2,2,Operación nocturna — visibilidad reducida
253,2,32,9,Operación 'Guardián',"julio 12, 2022",16-07-2022,aprox 200,nueve,cuatro,"Bs.- 114,378.23",aceptable,1 personas,aprox. 300,0 incidentes,Patrullaje de rutina sin novedades
254,3,34,14,Op. Interceptor #36,04/10/2023,31-10-2023,200,24,27,"Bs 23.181,03",EXITOSA,15 detenidos,50 km2,UNO,Operativo en 'ruta del contrabando'
255,2,41,12,Operación Frontera 2021,2021-07-01,07-11-2021,50,aprox 6,  10  ,BS 112820,Parcialmente exitosa,15 detenidos,200 km²,2 inc.,"SE DETECTÓ MOVIMIENTO SOSPECHOSO
EN ZONA LIMÍTROFE"
256,5,12,22,Operación 'Cortafuego',23-feb-2023,2-abr-2023,aprox. 200,  48  ,  38  ,"USD 58,519.68",OBJETIVO CUMPLIDO,cero,100.0,ninguno,Apoyo con cortafuegos — área afectada extensa
257,7,33,16,Operación Tunari 2022-24,05-16-2022,"mayo 24, 2022",aprox. 100,aprox. 5 vehículos,ocho,Bs 57.008,Completada,Ninguno,200,1,Evaluación de capacidades operativas
258,4,25,7,"Op. ""Protección Civil"" #35",2025-12-18,12-31-2025,ciento cincuenta,aprox. 44,13,"Bs.- 81,999.23",Positivo,,1000,-,"Puentes temporales instalados
por ingeniería militar"
259,3,34,11,Op Filtro - 2025/37,20-dic-2025,31-12-2025,,,,,,,,,
260,1,48,8,"Op. ""Patria"" #46",05/05/2024,05-28-2024,150 efectivos,30 vehículos,23.,"$us 8,357.82",Parcialmente exitosa,2 personas,  50 km2  ,2 inc.,"Operación coordinada con
FELCN y Policía Nacional"
261,1,48,1,"Op. ""Libertad"" #47",19-05-2025,20/05/2025,100,aprox. 6 vehículos,aprox. 1,60227 bolivianos,BUENO,1 pers.,300,Ninguno,"Incautación de precursores
químicos en laboratorio"
262,4,13,14,Refugio—2021,21/MAY/2021,31/05/2021,aprox. 100 efectivos,+45,10 días,418336,completada,0,2000 km2,Ninguno,"Coordinación con Defensa Civil
y municipios afectados"
263,3,31,11,barrera 2025,24-jul-2025,2025/08/06,  250  ,  13  ,~13,91817.63,inconclusa,aprox. 8,1000.0,N/A,Mercadería retenida para verificación
264,2,31,12,Op.Protección/2024,5/JUN/2024,20240611,aprox. 100,15 vehículos,6,BS 84901,SIN RESULTADOS,3 pers.,200 km2,0 incidentes,"Coordinación con fuerzas
del país vecino"
265,1,49,8,Operación 'Patria',1/AGO/2022,12/AGO/2022,CINCUENTA,20 vehículos,aprox. 11,96434.37,Éxito,10,1000 Km2,N/A,Decomiso de sustancias controladas en zona operativa
266,6,1,23,Operación Hermandad 2022,20220113,25/01/2022,~20,aprox. 9 vehículos,aprox. 12,"Bs.24,503",Muy bueno,,10 Km2,sin incidentes,"Jornada médica y dental
para comunidades rurales"
267,4,24,17,Operación Solidaridad 2024-37,04/03/2024,20240417,400 efectivos,aprox 17,44,493629,Favorable,ninguno,100 KM2,sin incidentes,Distribución de ayuda humanitaria
268,3,30,11,aduana 2024,06-22-2024,06-25-2024,~250,  13  ,3,"84,113.02 Bs",Sin resultados concretos,15 pers.,1000 Km2,UNO,Coordinación con Aduana Nacional
269,3,40,14,Operación Barrera 2021-40,06/06/2021,17/JUN/2021,  100  ,5.,aprox. 11 días,"Bs 98.501,60",en proceso,1,100 km²,sin incidentes,Operativo en 'ruta del contrabando'
270,4,25,13,"Op. ""Vida"" #38",01-12-2024,25/01/2024,,,,,,,,,
271,2,32,5,Operación 'Centinela',01-09-2022,21/01/2022,250,~5,12,"$us 16,031.55",regular,NINGUNO,aprox. 1000,1,Patrullaje de rutina sin novedades
272,1,46,16,OPERACIÓN SOBERANÍA 2023,07/04/2023,2023/04/21,300 efectivos,  27  ,+14,"Bs 52.144,26",sin dato,10 personas,  300 km2  ,3,"Se establecieron puntos de control
en rutas secundarias"
273,8,49,10,Operación 'UNASUR',09/06/2022,06-25-2022,(100 efectivos),27,  16  ,"Bs.- 91,435.04",positivo,NINGUNO,aprox. 50,sin incidentes,Sin Dato
274,4,23,17,Operación 'Amparo',2022/01/25,2/FEB/2022,  400  ,23,aprox. 8,"53,610.31 Bs",FALLIDA,n/a,1000 Km2,TRES,
275,1,49,1,Operación Águila 2024-50,"abril 27, 2024","mayo 27, 2024",250,VEINTICINCO,aprox 30,129281,Operación concluida,aprox. 2,~50 km²,-,"Se establecieron puntos de control
en rutas secundarias"
